Symbol,Company Name,Industry,Market Cap
MESO,Mesoblast,Biotechnology,558327640
MET,MetLife,Insurance - Life,39501046767
META,Meta Platforms,Internet Content & Information,629508975338
METC,Ramaco Resources,Coking Coal,399726900
METX,Meten Holding Group,Education & Training Services,4417910
MF,Missfresh,Grocery Stores,5735442
MFA,MFA Financial,REIT - Mortgage,1097592240
MFC,Manulife Financial,Insurance - Life,35699513528
MFG,Mizuho Financial Group,Banks - Regional,37380629811
MFIC,MidCap Financial Investment,Asset Management,760545268
MFIN,Medallion Financial,Credit Services,155787620
MG,Mistras Group,Security & Protection Services,223325740
MGA,Magna International,Auto Parts,15085842080
MGAM,Mobile Global Esports,Electronic Gaming & Multimedia,11434054
MGEE,MGE Energy,Utilities - Diversified,2746610230
MGI,MoneyGram International,Credit Services,1071182176
MGIC,Magic Software Enterprises,Information Technology Services,718477519
MGIH,Millennium Group International Holdings,Packaging & Containers,20812500
MGLD,The Marygold Companies,Asset Management,53167725
MGM,MGM Resorts International,Resorts & Casinos,15454181860
MGNI,Magnite,Advertising Agencies,1545555091
MGNX,MacroGenics,Biotechnology,355573675
MGOL,MGO Global,Advertising Agencies,17089799
MGPI,MGP Ingredients,Beverages - Wineries & Distilleries,2272731948
MGRC,McGrath RentCorp,Rental & Leasing Services,2237415147
MGRM,Monogram Orthopaedics,,130597245
MGRX,Mangoceuticals,Health Information Services,19384200
MGTA,Magenta Therapeutics,Biotechnology,39712834
MGTX,MeiraGTx Holdings,Biotechnology,449822268
MGY,Magnolia Oil & Gas,Oil & Gas E&P,5070778561
MGYR,Magyar Bancorp,Banks - Regional,67968734
MHH,Mastech Digital,Staffing & Employment Services,110221298
MHK,Mohawk Industries,"Furnishings, Fixtures & Appliances",6149538972
MHLD,Maiden Holdings,Insurance - Reinsurance,212686760
MHO,M/I Homes,Residential Construction,2000377272
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,82353600
MICS,The Singing Machine Company,Consumer Electronics,4572227
MIDD,The Middleby Corporation,Specialty Industrial Machinery,7529588640
MIGI,Mawson Infrastructure Group,Capital Markets,39547520
MIMO,Airspan Networks Holdings,Telecom Services,20883240
MIND,MIND Technology,Scientific & Technical Instruments,7338346
MINM,Minim,Communication Equipment,9920886
MIR,Mirion Technologies,Specialty Industrial Machinery,1734721731
MIRM,Mirum Pharmaceuticals,Biotechnology,989587436
MIRO,Miromatrix Medical,Biotechnology,28057097
MIST,Milestone Pharmaceuticals,Biotechnology,143438110
MITA,Coliseum Acquisition,Shell Companies,193500000
MITK,Mitek Systems,Software - Application,434740292
MITQ,Moving iMage Technologies,Communication Equipment,11131770
MITT,AG Mortgage Investment Trust,REIT - Mortgage,110752184
MIXT,MiX Telematics,Software - Application,160027507
MKC,"McCormick & Company,",Packaged Foods,23847454889
MKFG,Markforged Holding,Computer Hardware,185564507
MKL,Markel,Insurance - Property & Casualty,18143103579
MKSI,MKS Instruments,Scientific & Technical Instruments,5848824240
MKTW,MarketWise,Software - Application,574678692
MKTX,MarketAxess Holdings,Capital Markets,10720334546
MKUL,Molekule Group,Pollution & Treatment Controls,59186852
ML,MoneyLion,Software - Application,342238026
MLAB,Mesa Laboratories,Scientific & Technical Instruments,848437179
MLAC,Malacca Straits Acquisition Company,Shell Companies,43208062
MLCO,Melco Resorts & Entertainment,Resorts & Casinos,4967576618
MLEC,Moolec Science,Biotechnology,113056202
MLGO,MicroAlgo,Software - Infrastructure,96046173
MLI,Mueller Industries,Metal Fabrication,4490675445
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",1190496888
MLM,Martin Marietta Materials,Building Materials,25308057920
MLNK,MeridianLink,Software - Application,1487101176
MLP,Maui Land & Pineapple Company,Real Estate Services,256714150
MLR,Miller Industries,Auto Parts,398261210
MLSS,Milestone Scientific,Medical Instruments & Supplies,72098451
MLTX,MoonLake Immunotherapeutics,Biotechnology,1202681475
MLVF,Malvern Bancorp,Banks - Regional,117068925
MLYS,Mineralys Therapeutics,Biotechnology,384096914
MMAT,Meta Materials,Electronic Components,112332263
MMC,Marsh & McLennan Companies,Insurance Brokers,89316927896
MMI,Marcus & Millichap,Real Estate Services,1166292000
MMLP,Martin Midstream Partners L.P.,Oil & Gas Midstream,87169152
MMM,3M Company,Conglomerates,54632078160
MMMB,MamaMancini's Holdings,Packaged Foods,97331972
MMP,"Magellan Midstream Partners,",Oil & Gas Midstream,12659293440
MMS,Maximus,Specialty Business Services,4966020120
MMSI,Merit Medical Systems,Medical Instruments & Supplies,4863383624
MMV,MultiMetaVerse Holdings,Entertainment,42302592
MMYT,MakeMyTrip,Travel Services,2741334986
MNDO,MIND C.T.I.,Software - Application,39313560
MNDY,monday.com,Software - Application,7150182662
MNKD,MannKind,Biotechnology,1221093720
MNMD,Mind Medicine (MindMed),Biotechnology,129294255
MNOV,MediciNova,Biotechnology,107411178
MNPR,Monopar Therapeutics,Biotechnology,12296553
MNRO,Monro,Auto Parts,1400907368
MNSB,MainStreet Bancshares,Banks - Regional,159025658
MNSO,MINISO Group Holding,Specialty Retail,5273302442
MNST,Monster Beverage,Beverages - Non-Alcoholic,62467653755
MNTK,Montauk Renewables,Utilities - Diversified,903633980
MNTN,Everest Consolidator Acquisition,Shell Companies,227700000
MNTS,Momentus,Aerospace & Defense,33888935
MNTV,Momentive Global,Software - Application,1414979100
MNTX,Manitex International,Farm & Heavy Construction Machinery,96329196
MO,Altria Group,Tobacco,80862312000
MOB,Mobilicom,Communication Equipment,6285455
MOBQ,Mobiquity Technologies,Advertising Agencies,2559490
MOBV,Mobiv Acquisition,Shell Companies,137939304
MOD,Modine Manufacturing Company,Auto Parts,1107033048
MODD,Modular Medical,Medical Devices,11260063
MODG,Topgolf Callaway Brands,Leisure,3062449632
MODN,Model N,Software - Application,1110437980
MODV,ModivCare,Medical Care Facilities,740913180
MOFG,MidWestOne Financial Group,Banks - Regional,299398230
MOG.A,Moog Inc.,Aerospace & Defense,3001015706
MOG.B,Moog Inc.,Aerospace & Defense,3100800096
MOGO,Mogo Inc.,Software - Infrastructure,58387882
MOGU,MOGU Inc.,Internet Retail,20451702
MOH,Molina Healthcare,Healthcare Plans,16625411000
MOLN,Molecular Partners AG,Biotechnology,239057247
MOMO,Hello Group,Internet Content & Information,1571048960
MOND,Mondee Holdings,Travel Services,822287554
MOR,MorphoSys AG,Biotechnology,844583520
MORF,Morphic Holding,Biotechnology,2610667341
MORN,Morningstar,Financial Data & Stock Exchanges,8400843930
MOS,The Mosaic Company,Agricultural Inputs,11876217554
MOTS,Motus GI Holdings,Medical Devices,3890478
MOV,Movado Group,Luxury Goods,566577928
MOVE,Movano,Medical Devices,41310100
MOXC,Moxian (BVI),Advertising Agencies,30932589
MP,MP Materials,Other Industrial Metals & Mining,3777998500
MPAA,Motorcar Parts of America,Auto Parts,120067024
MPB,Mid Penn Bancorp,Banks - Regional,338373930
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,47433300000
MPLN,MultiPlan,Health Information Services,663029674
MPLX,MPLX LP,Oil & Gas Midstream,34285620000
MPRA,Mercato Partners Acquisition,Shell Companies,240120000
MPTI,M-tron Industries,Electronic Components,34030464
MPU,Mega Matrix,Rental & Leasing Services,49097838
MPW,Medical Properties Trust,REIT - Healthcare Facilities,4594944246
MPWR,Monolithic Power Systems,Semiconductors,20487684460
MPX,Marine Products,Recreational Vehicles,497969142
MQ,Marqeta,Software - Infrastructure,2422008947
MRAI,Marpai,Healthcare Plans,18855224
MRAM,Everspin Technologies,Semiconductors,159362453
MRBK,Meridian,Banks - Regional,105965544
MRC,MRC Global,Oil & Gas Equipment & Services,762964344
MRCC,Monroe Capital,Asset Management,167913825
MRCY,Mercury Systems,Aerospace & Defense,2409070140
MRDB,MariaDB,Software - Infrastructure,59176696
MREO,Mereo BioPharma Group,Biotechnology,166231380
MRIN,Marin Software,Software - Application,11357874
MRK,Merck & Co.,Drug Manufacturers - General,293048945600
MRKR,Marker Therapeutics,Biotechnology,11444638
MRM,MEDIROM Healthcare Technologies,Personal Services,28562625
MRNA,Moderna,Biotechnology,48123823150
MRNS,Marinus Pharmaceuticals,Biotechnology,410449760
MRO,Marathon Oil,Oil & Gas E&P,14248123542
MRSN,Mersana Therapeutics,Biotechnology,884203780
MRTN,Marten Transport,Trucking,1745712127
MRTX,Mirati Therapeutics,Biotechnology,2627720404
MRUS,Merus,Biotechnology,1002275586
MRVI,Maravai LifeSciences Holdings,Biotechnology,3358152567
MRVL,Marvell Technology,Semiconductors,39057230305
MS,Morgan Stanley,Capital Markets,137349842452
MSA,MSA Safety,Security & Protection Services,5639933573
MSAC,Medicus Sciences Acquisition,Shell Companies,118124552
MSB,Mesabi Trust,Steel,240358400
MSBI,Midland States Bancorp,Banks - Regional,431031207
MSC,Studio City International Holdings,Resorts & Casinos,1388618440
MSCI,MSCI Inc.,Financial Data & Stock Exchanges,37616987856
MSEX,Middlesex Water Company,Utilities - Regulated Water,1331210019
MSFT,Microsoft,Software - Infrastructure,2367013820385
MSGE,Madison Square Garden Entertainment,Entertainment,2002978793
MSGM,Motorsport Games,Electronic Gaming & Multimedia,13143789
MSGS,Madison Square Garden Sports,Entertainment,4442260742
MSI,Motorola Solutions,Communication Equipment,49887419270
MSM,MSC Industrial Direct Co.,Industrial Distribution,5206497690
MSN,Emerson Radio,Consumer Electronics,11577694
MSSA,Metal Sky Star Acquisition,Shell Companies,92430246
MSTR,MicroStrategy,Software - Application,3735733459
MSVB,Mid-Southern Bancorp,Banks - Regional,26542657
MT,ArcelorMittal,Steel,21104773345
MTA,Metalla Royalty & Streaming,Other Precious Metals & Mining,233471425
MTAC,MedTech Acquisition,Shell Companies,84659284
MTAL,Metals Acquisition,Shell Companies,342040889
MTB,M&T Bank,Banks - Regional,20171450700
MTC,MMTec,Software - Application,66413102
MTCH,Match Group,Internet Content & Information,8866197985
MTCR,Metacrine,Biotechnology,24877306
MTD,Mettler-Toledo International,Diagnostics & Research,30530346694
MTDR,Matador Resources Company,Oil & Gas E&P,5403802560
MTEK,Maris-Tech,Electronic Components,7248220
MTEM,Molecular Templates,Biotechnology,25916101
MTEX,"Mannatech,",Household & Personal Products,24404360
MTG,MGIC Investment,Insurance - Specialty,4353727177
MTH,Meritage Homes,Residential Construction,4462572114
MTLS,Materialise NV,Software - Application,526879424
MTN,Vail Resorts,Resorts & Casinos,9793834336
MTNB,Matinas BioPharma Holdings,Biotechnology,91251297
MTR,Mesa Royalty Trust,Oil & Gas E&P,43794365
MTRN,Materion,Other Industrial Metals & Mining,2171126545
MTRX,Matrix Service Company,Engineering & Construction,160120016
MTRY,Monterey Bio Acquisition,Shell Companies,52223035
MTSI,MACOM Technology Solutions Holdings,Semiconductors,4194920801
MTTR,Matterport,Software - Application,804760960
MTVC,Motive Capital Corp II,Shell Companies,448480618
MTW,The Manitowoc Company,Farm & Heavy Construction Machinery,549283527
MTX,Minerals Technologies,Specialty Chemicals,1983194796
MTZ,MasTec,Engineering & Construction,7637513520
MU,Micron Technology,Semiconductors,74604567391
MUFG,Mitsubishi UFJ Financial Group,Banks - Diversified,80399773450
MULN,Mullen Automotive,Auto Manufacturers,184585711
MUR,Murphy Oil,Oil & Gas E&P,5475917840
MURF,Murphy Canyon Acquisition,Shell Companies,65978669
MUSA,Murphy USA,Specialty Retail,6049630304
MUX,McEwen Mining,Other Precious Metals & Mining,374203764
MVBF,MVB Financial,Banks - Regional,211558160
MVIS,MicroVision,Scientific & Technical Instruments,646044780
MVLA,Movella Holdings,Software - Application,82630079
MVST,Microvast Holdings,Electrical Equipment & Parts,649796717
MWA,Mueller Water Products,Specialty Industrial Machinery,2164880480
MWG,Multi Ways Holdings,Rental & Leasing Services,21109980
MX,Magnachip Semiconductor,Semiconductors,413166130
MXC,Mexco Energy,Oil & Gas E&P,23936636
MXCT,MaxCyte,Medical Devices,394685330
MXL,MaxLinear,Semiconductors,2284260330
MYE,Myers Industries,Packaging & Containers,725281158
MYFW,First Western Financial,Banks - Regional,166146560
MYGN,Myriad Genetics,Diagnostics & Research,1578908672
MYMD,MyMD Pharmaceuticals,Biotechnology,89202200
MYNA,Mynaric AG,Communication Equipment,149192288
MYNZ,Mainz Biomed B.V.,Diagnostics & Research,74281266
MYO,Myomo,Medical Devices,9317190
MYPS,PLAYSTUDIOS,Electronic Gaming & Multimedia,589067884
MYRG,MYR Group,Engineering & Construction,2244733235
MYSZ,My Size,Software - Application,2936136
MYTE,MYT Netherlands Parent B.V.,Luxury Goods,352256980
NA,Nano Labs,Semiconductors,85846807
NAAS,NaaS Technology,Specialty Retail,1478567540
NABL,N-able,Information Technology Services,2743297469
NAII,Natural Alternatives International,Packaged Foods,45358072
NAK,Northern Dynasty Minerals,Other Industrial Metals & Mining,113266752
NAMS,NewAmsterdam Pharma Company,Biotechnology,1005743940
NAOV,NanoVibronix,Medical Devices,5838279
NAPA,The Duckhorn Portfolio,Beverages - Wineries & Distilleries,1576195920
NARI,Inari Medical,Medical Devices,3554383240
NAT,Nordic American Tankers,Marine Shipping,772545200
NATH,Nathan's Famous,Restaurants,284193295
NATI,National Instruments,Software - Application,7624254040
NATR,Nature's Sunshine Products,Packaged Foods,207904233
NAUT,Nautilus Biotechnology,Biotechnology,288440460
NAVB,Navidea Biopharmaceuticals,Biotechnology,3646708
NAVI,Navient,Credit Services,1941237750
NB,NioCorp Developments,Other Industrial Metals & Mining,140281315
NBHC,National Bank Holdings,Banks - Regional,1156964276
NBIX,Neurocrine Biosciences,Drug Manufacturers - Specialty & Generic,9177885688
NBN,Northeast Bank,Banks - Regional,287957808
NBR,Nabors Industries,Oil & Gas Drilling,868093590
NBRV,Nabriva Therapeutics,Biotechnology,6242847
NBSE,NeuBase Therapeutics,Biotechnology,6266371
NBST,Newbury Street Acquisition,Shell Companies,171449922
NBTB,NBT Bancorp,Banks - Regional,1471188447
NBTX,Nanobiotix,Biotechnology,177410976
NBY,NovaBay Pharmaceuticals,Biotechnology,2073902
NC,NACCO Industries,Thermal Coal,247696620
NCAC,Newcourt Acquisition,Shell Companies,98841987
NCLH,Norwegian Cruise Line Holdings,Travel Services,6001934637
NCMI,National CineMedia,Advertising Agencies,56916312
NCNA,NuCana,Biotechnology,39017811
NCNO,nCino,Software - Application,2864134110
NCPL,Netcapital,Capital Markets,12623439
NCR,NCR Corporation,Information Technology Services,3390660000
NCRA,Nocera,Packaged Foods,14050257
NCSM,NCS Multistage Holdings,Oil & Gas Equipment & Services,42802344
NCTY,The9 Limited,Electronic Gaming & Multimedia,24016566
NDAQ,Nasdaq,Financial Data & Stock Exchanges,27149230883
NDLS,Noodles & Company,Restaurants,151126428
NDRA,ENDRA Life Sciences,Diagnostics & Research,11895760
NDSN,Nordson,Specialty Industrial Machinery,12435371370
NE,Noble,Oil & Gas Drilling,5194428330
NECB,Northeast Community Bancorp,Banks - Regional,197495456
NEE,NextEra Energy,Utilities - Regulated Electric,150704323983
NEGG,Newegg Commerce,Internet Retail,411757319
NEM,Newmont,Gold,34697125920
NEN,New England Realty AssociatesLP,Real Estate Services,246169624
NEO,NeoGenomics,Diagnostics & Research,2282370420
NEOG,Neogen,Diagnostics & Research,3552510899
NEON,Neonode,Electronic Components,114581870
NEOV,NeoVolta,Electrical Equipment & Parts,74245696
NEP,"NextEra Energy Partners, LP",Utilities - Renewable,5148326402
NEPH,Nephros,Medical Instruments & Supplies,13208877
NEPT,Neptune Wellness Solutions,Drug Manufacturers - Specialty & Generic,2678104
NERV,Minerva Neurosciences,Biotechnology,37364024
NET,Cloudflare,Software - Infrastructure,19247577866
NETC,Nabors Energy Transition,Shell Companies,365699989
NETI,Eneti,Marine Shipping,337002712
NEU,NewMarket,Specialty Chemicals,3834789945
NEWP,New Pacific Metals,Other Precious Metals & Mining,375347091
NEWR,New Relic,Software - Infrastructure,5846142984
NEWT,Newtek Business Services,Asset Management,285213674
NEX,NexTier Oilfield Solutions,Oil & Gas Equipment & Services,1853203920
NEXA,Nexa Resources,Other Industrial Metals & Mining,735036450
NEXI,NexImmune,Biotechnology,11474540
NEXT,NextDecade,Oil & Gas E&P,898974540
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Banks - Regional,462044886
NFE,New Fortress Energy,Utilities - Regulated Gas,5617822000
NFG,National Fuel Gas Company,Oil & Gas Integrated,4756365240
NFGC,New Found Gold,Gold,769444080
NFLX,Netflix,Entertainment,162417496837
NFNT,Infinite Acquisition,Shell Companies,362594989
NFTG,The NFT Gaming Company,Electronic Gaming & Multimedia,11984764
NFYS,Enphys Acquisition,Shell Companies,444187510
NG,NovaGold Resources,Gold,1790148923
NGD,New Gold,Gold,888030042
NGG,National Grid,Utilities - Regulated Electric,50983194102
NGL,NGL Energy Partners LP,Oil & Gas Midstream,391339560
NGM,NGM Biopharmaceuticals,Biotechnology,272607946
NGMS,NeoGames,Gambling,922774944
NGS,Natural Gas Services Group,Oil & Gas Equipment & Services,136206811
NGVC,Natural Grocers by Vitamin Cottage,Grocery Stores,265538960
NGVT,Ingevity,Specialty Chemicals,1837995408
NH,NantHealth,Health Information Services,18564953
NHC,National HealthCare,Medical Care Facilities,915853512
NHI,National Health Investors,REIT - Healthcare Facilities,2277906750
NHTC,Natural Health Trends,Internet Retail,59675672
NHWK,NightHawk Biosciences,Biotechnology,19797392
NI,NiSource,Utilities - Regulated Gas,11301403899
NIC,Nicolet Bankshares,Banks - Regional,888441142
NICE,NICE Ltd.,Software - Application,12162572214
NICK,Nicholas Financial,Credit Services,33215000
NINE,Nine Energy Service,Oil & Gas Equipment & Services,118746846
NIO,NIO Inc.,Auto Manufacturers,13620062058
NIR,Near Intelligence,Software - Application,102019475
